,title,year,counts,longitude,latitude,distance,dist_arange,year_arange
4612,테일러커피 2호점,201502,7,126.92556026118832,37.55592183075589,0.4836556921696667,500m,2015
4613,테일러커피 2호점,201503,3,126.92556026118832,37.55592183075589,0.4836556921696667,500m,2015
4614,테일러커피 2호점,201504,5,126.92556026118832,37.55592183075589,0.4836556921696667,500m,2015
4615,테일러커피 2호점,201601,4,126.92556026118832,37.55592183075589,0.4836556921696667,500m,2016
4616,테일러커피 2호점,201602,5,126.92556026118832,37.55592183075589,0.4836556921696667,500m,2016
4617,테일러커피 2호점,201603,2,126.92556026118832,37.55592183075589,0.4836556921696667,500m,2016
4618,테일러커피 2호점,201604,4,126.92556026118832,37.55592183075589,0.4836556921696667,500m,2016
4619,테일러커피 2호점,201701,5,126.92556026118832,37.55592183075589,0.4836556921696667,500m,2017
4620,테일러커피 3호점,201601,2,126.92638317541493,37.56244525543893,1.2113133949182004,1500m,2016
4621,테일러커피 3호점,201602,2,126.92638317541493,37.56244525543893,1.2113133949182004,1500m,2016
4622,테일러커피 3호점,201603,1,126.92638317541493,37.56244525543893,1.2113133949182004,1500m,2016
4623,테일러커피 4호점,201604,1,126.92884342006955,37.55555930403242,0.5576378677013463,1000m,2016
4624,테일러커피 4호점,201701,4,126.92884342006955,37.55555930403242,0.5576378677013463,1000m,2017
4625,테일러커피 서교 1호점,201702,2,126.9281862,37.5561698,0.582191931657702,1000m,2017
